"Region","Division","District","BEIS School ID","School Name","Street Address","Municipality","Legislative District","Barangay","Sector","Urban/Rural","School Subclassification","Modified Curricural Offering Classification"
"Region X","Lanao del Norte","Sultan Naga D",127019,"Campo Islam ES","CAMPO ISLAM,SND,LANAO DEL NORTE Campo Islam","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","CAMPO ISLAM","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",127020,"Dableston ES","Purok 3, Dableston,SND,L.D.N.","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","DABLISTON","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",127021,"Dangolaan ES","Purok 1, Dangulaan,SND LDN","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","DANGULAAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",127022,"Ilian ES","Ilian","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","ILIAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",127023,"KIRAPAN ELEMENTARY SCHOOL","Kirapan, SND, LDN","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","KIRAPAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",127024,"KOREO ELEMENTARY SCHOOL","Koreo, SND, Lanao del Norte","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","KOREO","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",127028,"Miguela Pogoy MES (Pikinit PS)","Purok 2,PIKINIT,SND,LDN","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","PIKINIT","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",127029,"Felix Suson Dablo Elementary School","Purok 4, Pandanan, Sultan Naga Dimaporo","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","PANDANAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",127030,"Payong Elem. School","none","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","PAYONG","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",127032,"PIRAKA ES","Piraka","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","PIRAKA","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",127033,"Ramain ES","Ramain SND Lanao del Norte Ramain","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","RAMAIN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",127035,"Sigayan Elementary School","Sigayan, SND, Lanao del Norte","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","SIGAYAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",127036,"Tagulo ES","Sultan Naga DimaporoTagulo","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","TAGULO","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",127037,"TANTAON PRIMARY SCHOOL","Tantaon, SND, Lanao del Norte Tantaon","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","TANTAON","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",136951,"KAUSWAGAN ELEMENTARY  SCHOOL","KAUSWAGAN","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","KAUSWAGAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",200514,"Lantawan PS","LANTAWAN, SND LANAO DEL NORTE Lantawan","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","LANTAWAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",200530,"SUGOD ELEMENTARY SCHOOL","SUGOD, SND, LANAO DEL NORTE","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","SUGOD","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",200531,"Mina IPS","Mina","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","MINA","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",200539,"TOPOCON ELEMENTARY SCHOOL","Sultan Naga Dimaporo Topocon","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","TOPOCON (CAPOCGO)","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",200540,"Calipapa PS","Calipapa","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","CALIPAPA","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",200541,"Cabongbongan ES","Sultan Naga Dimaporo Cabongbongan","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","CABONGBONGAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sultan Naga D",304022,"Andres Bersales, Sr. Nat'l. HS (Pandanan NHS)","PANDANAN, SULTAN NAGA DIMAPORO, LANAO DEL NORTE Pandanan","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","PANDANAN","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region X","Lanao del Norte","Sultan Naga D",409184,"Mountain View Baptist Christian Academy, Inc.","Purok 5","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","MAMAGUM","Private","Partially Urban","Sectarian","All Offering (K to 12)"
"Region X","Lanao del Norte","Sultan Naga D",500690,"Sultan Ali Dimaporo Memorial IS","Bauyan","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","BAUYAN","Public","Partially Urban","DepED Managed","All Offering (K to 12)"
"Region X","Lanao del Norte","Sultan Naga D",500691,"Sultan Naga Dimaporo Memorial Integrated School","POBLACION, SND, LANAO DEL NORTE","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","POBLACION","Public","Partially Urban","DepED Managed","All Offering (K to 12)"
"Region X","Lanao del Norte","Sultan Naga D",501240,"Calube Integrated School","Calube, SND, LDN","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","CALUBE","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Sultan Naga D",501388,"Maguindanao Integrated School","Maguindanao, SND, LDN Maguindanao","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","MAGUINDANAO","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Sultan Naga D",501389,"Pikalawag Integrated School","Pikalawag, Sultan Naga Dimaporo Pikalawag, Sultan Naga Dimap","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","PIKALAWAG","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Sultan Naga D",501390,"Mabuhay Integrated School","Mabuhay, Sultan Naga Dimaporo Lanao del Norte Mabuhay","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","MABUHAY","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Sultan Naga D",501391,"Mamagum Integrated School","Mamagum,SND,Lanao del Norte Mamagum, SND, Lanao del Norte","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","MAMAGUM","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Sultan Naga D",501393,"Mahayahay  Integrated School","Mahayahay","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","MAHAYAHAY","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Sultan Naga D",600094,"MSU-Lanao del Norte Agricultural Collegeege","Ramain, SND, Lanao del Norte","SULTAN NAGA DIMAPORO (KAROMATAN)","2nd District","RAMAIN","SUCs/LUCs","Partially Urban","SUC Managed","JHS with SHS"
"Region X","Lanao del Norte","Kauswagan",127039,"Cayontor PS","Cayontor","KAUSWAGAN","1st District","CAYONTOR","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kauswagan",127040,"Sultan Dimasangcay Mananggolo IS (Delabayan ES)","Purok  5 Delabayan","KAUSWAGAN","1st District","DELABAYAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kauswagan",127042,"Jose Balazo Memorial Elementary School","National Highway","KAUSWAGAN","1st District","BAGUMBAYAN (POB.)","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kauswagan",127043,"Kauswagan CES","Kauswagan, Lanao del Norte Poblacion","KAUSWAGAN","1st District","POBLACION","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kauswagan",127044,"Kawit Occidental ES","P-1, Kawit Occidental, Kauswagan","KAUSWAGAN","1st District","KAWIT OCCIDENTAL","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kauswagan",127046,"Libertad ES","Libertad","KAUSWAGAN","1st District","LIBERTAD","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kauswagan",127047,"PAITON PS","PAITON,KAUSWAGAN,LDN. Paiton","KAUSWAGAN","1st District","PAITON","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kauswagan",127048,"Tacub ES","National Highway Tacub, Kauswagan, Lanao del Tacub","KAUSWAGAN","1st District","TACUB","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kauswagan",127049,"Tingintingin PS","TINGINTINGIN,KAUSWAGAN LDN Tingintingin","KAUSWAGAN","1st District","TINGINTINGIN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kauswagan",127050,"Tugar ES","Tugar Kauswagan, Lanao del Norte","KAUSWAGAN","1st District","TUGAR","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kauswagan",200529,"Upper Tugar PS","Tugar","KAUSWAGAN","1st District","TUGAR","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kauswagan",304011,"Marcela T. Mabanta NHS","LIBERTAD, KAUSWAGAN, LANAO DEL NORTE","KAUSWAGAN","1st District","LIBERTAD","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region X","Lanao del Norte","Kauswagan",315106,"Sultan Dimasangcay Mananggolo IS (Delabayan ES)","Purok 5Delabayan","KAUSWAGAN","1st District","DELABAYAN","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region X","Lanao del Norte","Kauswagan",409185,"Doña Laureana Rosales School for Practical Agriculture","Brgy. Bagumbayan","KAUSWAGAN","1st District","BAGUMBAYAN (POB.)","Private","Partially Urban","Non-Sectarian","Purely SHS"
"Region X","Lanao del Norte","Kauswagan",500453,"Kawit Oriental ES","Kawit Oriental, Kauswagan, Lanao del Norte Kawit Oriental","KAUSWAGAN","1st District","KAWIT ORIENTAL","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Kauswagan",501807,"Baraason Integrated School","BARAASON,KAUSWAGAN LANAO DEL NORTE Baraason","KAUSWAGAN","1st District","BARA-ASON","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Kolambugan",127052,"Caromatan ES","Caromatan, Kolambugan, Lanao del Norte Caromatan","KOLAMBUGAN","1st District","CAROMATAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kolambugan",127053,"Esmeraldo Roque MES(Muntay)","Muntay, Kolambugan Lanao del Norte Muntay","KOLAMBUGAN","1st District","POBLACION","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kolambugan",127054,"Kolambugan CS","Poblacion, Kolambugan, LDN Poblacion","KOLAMBUGAN","1st District","POBLACION","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kolambugan",127055,"Kulasihan ES","Kulasihan, Kolambugan,LDN Kulasihan","KOLAMBUGAN","1st District","KULASIHAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kolambugan",127056,"Libertad ES","Libertad, Kolmbugan, Lanao del Norte Libertad","KOLAMBUGAN","1st District","LIBERTAD","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kolambugan",127058,"Sultan Membisa Langcay ES (Mukas ES)","Mukas, Kolambugan LDN Mukas","KOLAMBUGAN","1st District","MUKAS","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kolambugan",127059,"Pantaon  Elem. School","Pantaon, Kolambugan, LDN Pantaon","KOLAMBUGAN","1st District","PANTAON","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kolambugan",127060,"Riverside ES","Riverside","KOLAMBUGAN","1st District","RIVERSIDE","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kolambugan",127062,"Sucodan ES","Sucodan, Kolambugan, Lanao del Norte Sucodan","KOLAMBUGAN","1st District","SUCODAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kolambugan",127063,"Guillermo A. Gimeno ES (Titunod ES)","P 2 Titunod, Kolambugan, Lanao del Norte","KOLAMBUGAN","1st District","TITUNOD","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kolambugan",200532,"San Roque ES","San Roque,Kolambugan,LDN San Roque","KOLAMBUGAN","1st District","SAN ROQUE","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Kolambugan",304013,"Diego H. Patigayon NHS (Mukas NHS)","Mukas, Kolambugan, Lanao del Norte","KOLAMBUGAN","1st District","MUKAS","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region X","Lanao del Norte","Kolambugan",304020,"Geronima Cabrera NHS (Riverside NHS)","Riverside, Kolambugan, LDN Riverside","KOLAMBUGAN","1st District","RIVERSIDE","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region X","Lanao del Norte","Kolambugan",407560,"Holy Cross High School","AUSTIN HEIGHTS","KOLAMBUGAN","1st District","AUSTIN HEIGHTS","Private","Partially Urban","Sectarian","Purely SHS"
"Region X","Lanao del Norte","Kolambugan",460536,"Mike Luzellin Damayo ES","Mukas","KOLAMBUGAN","1st District","MUKAS","Private","Partially Urban","Non-Sectarian","Purely ES"
"Region X","Lanao del Norte","Kolambugan",501377,"Manga Integrated School","Purok 7, Manga, Kolambugan, Lanao del Norte Manga,Kolambugan","KOLAMBUGAN","1st District","MANGA","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Lala North",127064,"Esteban M. Enodio MES (Andil ES)","Andil Lala Lanao del Norte Andil","LALA","2nd District","ANDIL","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala North",127065,"Antonio Lim Sr. ES","Lala, Lanao del Norte San Isidro Lower","LALA","2nd District","SAN ISIDRO LOWER","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala North",127066,"Matampay Bucana ES","Matampay Bucana Lala,Lanao del Norte","LALA","2nd District","DARUMAWANG BUCANA","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala North",127067,"Camalan PS","Camalan, Lala, Lanao del Norte","LALA","2nd District","CAMALAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala North",127068,"Daru Bucana ES","Darumawang Bucana Lala, LDN Darumawang Bucana","LALA","2nd District","DARUMAWANG BUCANA","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala North",127069,"Donggo-an ES","Pacita","LALA","2nd District","PACITA","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala North",127070,"F. Bolante MES","Cabasagan","LALA","2nd District","CABASAGAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala North",127071,"F. M. Posadas ES","Rawan Lala Lanao del Norte Raw-an","LALA","2nd District","RAW-AN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala North",127072,"Gumagamot ES","Gumagamot,Lala,Lanao del Norte","LALA","2nd District","GUMAGAMOT","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala North",127074,"Lanipao Central School","Lala, Lanao del Norte Lanipao","LALA","2nd District","LANIPAO","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala North",127075,"Magpatao ES","Magpatao,Lala, LDN Magpatao","LALA","2nd District","MAGPATAO","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala North",127076,"Matampay Ilaya ES","Matampay Ilaya, Lala, Lanao del Norte","LALA","2nd District","MATAMPAY ILAYA","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala North",127077,"Panadtaran ES","Gumagamot","LALA","2nd District","GUMAGAMOT","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala North",127078,"GLICERIO A. LIM ELEMENTARY SCHOOL","San Isidro Upper Lala LDN San Isidro Upper","LALA","2nd District","SAN ISIDRO UPPER","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala North",127079,"Sario Roda PS (Sta. Cruz Upper)","Sta Cruz Upper Lala, LDN","LALA","2nd District","SANTA CRUZ UPPER","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala North",127080,"Sta. Cruz Lower ES","Sta. Cruz","LALA","2nd District","SANTA CRUZ LOWER","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala North",127081,"LEONIDAS D. UGSANG ELEMENTARY SCHOOL","TUNAAN , LALA LDN Tunaan","LALA","2nd District","TUNA-AN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala North",500689,"Lala Proper ES","Lala Proper, Lala, Lanao del Norte","LALA","2nd District","LALA PROPER (POB.)","Public","Partially Urban","DepED Managed","All Offering (K to 12)"
"Region X","Lanao del Norte","Lala South",127082,"Abaga Central ES","Abaga ,Lala ,Lanao del Norte Abaga","LALA","2nd District","ABAGA","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala South",127083,"Deogracias Urbano Tenazas Memo. School","Tenazas, Lala, Lanao del Norte Tenazas","LALA","2nd District","TENAZAS","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala South",127084,"El Salvador ES","Purok 3,El Salvador, Lala, LDN","LALA","2nd District","EL SALVADOR","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala South",127085,"F. Ylaya Mem ES","Darumawang Ilaya","LALA","2nd District","DARUMAWANG ILAYA","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala South",127086,"Maranding CES","Maranding","LALA","2nd District","MARANDING","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala South",127087,"Pedro B. Liwanag MES","Rebe, Lala, Lanao del Norte Rebe","LALA","2nd District","REBE","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala South",127088,"GENEROSO B. LAPASARAN, SR. ELEMENTARY SCHOOL (formerly Pendulonan","SP)endulonan","LALA","2nd District","PENDOLONAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala South",127089,"Pinuyak ES","Pinuyak, Lala, Lanao del Norte Pinuyak","LALA","2nd District","PINOYAK","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala South",127090,"Saavedra ES","Maranding,Lala,Lanao del Norte Maranding","LALA","2nd District","MARANDING","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala South",127091,"San Manuel ES","San Manuel,Lala, lanao del Norte San Manuel","LALA","2nd District","SAN MANUEL","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala South",127092,"Simpak ES","Purok 2, Simpak, Lala, Lanao del Norte Simpak","LALA","2nd District","SIMPAK","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Lala South",304004,"Lala NHS","Lala, Lanao del Norte Maranding","LALA","2nd District","MARANDING","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region X","Lanao del Norte","Lala South",409186,"Bible Baptist Christian Academy of Magsaysay, Lanao del norte, Inc.","Purok Quezon","MAGSAYSAY","2nd District","POBLACION (BAGO-A-INGUD)","Private","Partially Urban","Sectarian","Purely ES"
"Region X","Lanao del Norte","Linamon",127093,"Bosque Elementary School","Bosque, Linamon Lanao del Norte Bosque","LINAMON","1st District","BUSQUE","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Linamon",127094,"Guillermo P. Canoy Memorial School","Sitio Tila Pass, Poblacion","LINAMON","1st District","POBLACION","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Linamon",127095,"Linamon Central School","Poblacion, Linamon, Lanao del Norte","LINAMON","1st District","POBLACION","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Linamon",127096,"Napo ES","Napo, Linamon, Lanao del Norte Napo","LINAMON","1st District","NAPO","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Linamon",127097,"Purakan Elementary School","Purakan,Linamon LDN Purakan","LINAMON","1st District","PURAKAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Linamon",127098,"Robocon ES","Robocon, Linamon, LDN","LINAMON","1st District","ROBOCON","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Linamon",304008,"Linamon NHS","Linamon, Lanao del Norte Poblacion","LINAMON","1st District","POBLACION","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region X","Lanao del Norte","Linamon",405108,"Mindanao Science Academy","Purok 1,Samburon,Linamon","LINAMON","1st District","SAMBURON","Private","Partially Urban","Non-Sectarian","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Linamon",501030,"Samburon Integrated School","Samburon,Linamon, Lanao del Norte Samburon, Linamon, Lanao","LINAMON","1st District","SAMBURON","Public","Partially Urban","DepED Managed","All Offering (K to 12)"
"Region X","Lanao del Norte","Magsaysay",127100,"Datu Bebit Dalug ES (Baguiguicon ES)","Baguiguicon,Magsaysay Lanao Del Norte Baguiguicon","MAGSAYSAY","2nd District","BAGUIGUICON","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Magsaysay",127101,"Durianon Primary School","Durianon","MAGSAYSAY","2nd District","DURIANON","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Magsaysay",127102,"Felipe Lumantas MES","LEMONCRET,MAGSAYSAY LANAO DEL NORTE Lemoncret","MAGSAYSAY","2nd District","LEMONCRET","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Magsaysay",127103,"Magsaysay CS","Poblacion","MAGSAYSAY","2nd District","POBLACION (BAGO-A-INGUD)","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Magsaysay",127104,"Abucay -Cancamo ES (Olango ES)","Olango, Magsaysay LDN Olango","MAGSAYSAY","2nd District","OLANGO","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Magsaysay",200516,"Talambo Elementary School","Talambo,Magsaysay, Lanao del Norte","MAGSAYSAY","2nd District","TALAMBO","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Magsaysay",304009,"Magsaysay NHS","MAGSAYSAY, LANAO DEL NORTE Poblacion","MAGSAYSAY","2nd District","POBLACION (BAGO-A-INGUD)","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region X","Lanao del Norte","Magsaysay",315110,"SERGIO P. CERUJALES, JR. NHS","BAGUIGUICON, MAGSAYSAY, LDN","MAGSAYSAY","2nd District","BAGUIGUICON","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region X","Lanao del Norte","Magsaysay",500431,"Tambacon Integrated School","Tambacon, Magsaysay, Lanao del Norte Tambacon","MAGSAYSAY","2nd District","TAMBACON","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Magsaysay",501378,"Shiek Omar Integrated School","Lumbac Magsaysay Lanao Del Norte Lumbac","MAGSAYSAY","2nd District","LUMBAC","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Maigo",127111,"Balagatasa ES","Purok 1","MAIGO","1st District","BALAGATASA","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Maigo",127112,"Camp I Elementary School","CAMP 1, MAIGO, LDN","MAIGO","1st District","CAMP 1","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Maigo",127113,"Claro M. Recto ES","Claro M. Recto, Maigo, Lanao del Norte","MAIGO","1st District","CLARO M. RECTO","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Maigo",127114,"Kulasihan  Elementary School","Kulasihan Highway, Maigo, LDN","MAIGO","1st District","KULASIHAN (VILLANUEVA)","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Maigo",127115,"Liangan West ES","Liangan West,Maigo,LdN","MAIGO","1st District","LIANGAN WEST","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Maigo",127117,"Maigo CES","Maigo, Lanao del Norte Poblacion","MAIGO","1st District","POBLACION","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Maigo",127118,"Mentring Elem. School","Mentring, Maigo Lanao del Norte Mentring","MAIGO","1st District","MENTRING","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Maigo",127123,"Sta. Cruz ES","Sta.Cruz,Maigo lanao del norte Sta Cruz","MAIGO","1st District","SANTA CRUZ","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Maigo",200512,"Baybay Kulasihan PS","Kulasihan","MAIGO","1st District","KULASIHAN (VILLANUEVA)","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Maigo",200513,"Labuay PS","LABUAY, MAIGO LDN Labu-ay","MAIGO","1st District","LABUAY","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Maigo",200535,"Maliwanag Primary School","Purok 4, Maliwanag, Maigo, Lanao del Norte","MAIGO","1st District","MALIWANAG","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Maigo",304010,"Maigo NHS","Purok 5 Labu-ay","MAIGO","1st District","LABUAY","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region X","Lanao del Norte","Maigo",407967,"F. Margaret Anne Learning Center of Maigo","PRK 5 POBLACION, Maigo, LDN","MAIGO","1st District","POBLACION","Private","Partially Urban","Non-Sectarian","Purely ES"
"Region X","Lanao del Norte","Maigo",460531,"Our Lady of Lourdes Learning Place of Maigo, Inc","Purok 1","MAIGO","1st District","CLARO M. RECTO","Private","Partially Urban","Sectarian","Purely ES"
"Region X","Lanao del Norte","Maigo",460532,"Mission Christian Academy of Maigo, Lanao del Norte, Inc","Poblacion","MAIGO","1st District","POBLACION","Private","Partially Urban","Sectarian","Purely ES"
"Region X","Lanao del Norte","Maigo",501380,"Atanacia Logronio Integrated School","Segapod, Maigo, LANAO del norte","MAIGO","1st District","SOGAPOD","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
